Durchgang;Bubblesort Zeit;Insertionsort Zeit;Mergesort Zeit;Quicksort Zeit;Selectionsort Zeit;Simplesort Zeit;
410;0,421333;0,143356;0,068968;0,049692;0,217744;0,565894;
411;0,427959;0,149681;0,070172;0,052403;0,218046;0,585771;
412;0,431875;0,14456;0,069269;0,052102;0,216238;0,601733;
413;0,436693;0,140043;0,069269;0,050897;0,217744;0,574627;
414;0,429766;0,143356;0,069871;0,052102;0,218647;0,578543;
415;0,440909;0,143958;0,06957;0,051198;0,221659;0,589385;
416;0,440005;0,147573;0,070774;0,051199;0,218948;0,579748;
417;0,444222;0,145163;0,069569;0,052403;0,227984;0,587879;
418;0,181604;0,061739;0,029816;0,021985;0,090953;0,277978;
419;0,43609;0,14456;0,070172;0,051801;0,224972;0,588783;
420;0,444524;0,146669;0,071376;0,050597;0,226177;0,589083;
421;0,451149;0,144862;0,071076;0,051499;0,224671;0,635162;
422;0,442717;0,148777;0,071979;0,052102;0,229489;0,602335;
423;0,445125;0,148475;0,070473;0,051198;0,225575;0,601432;
424;0,461087;0,143356;0,073184;0,053006;0,228887;0,599324;
425;0,455968;0,147572;0,071979;0,052102;0,230092;0,604744;
426;0,452956;0,152391;0,071678;0,054813;0,232501;0,617093;
427;0,453559;0,169858;0,072281;0,05421;0,231297;0,620104;
428;0,463196;0,165341;0,071979;0,052102;0,233706;0,637873;
429;0,465003;0,151487;0,071076;0,053005;0,243644;0,611371;
430;0,469521;0,155101;0,073184;0,0515;0,237621;0,608058;
431;0,467412;0,148476;0,072882;0,054211;0,234007;0,625224;
432;0,467713;0,153294;0,072582;0,053909;0,235212;0,637873;
433;0,471328;0,161124;0,073183;0,054813;0,235212;0,647811;
434;0,475242;0,152993;0,073786;0,053306;0,237923;0,645402;
435;0,471328;0,156908;0,073184;0,053608;0,239729;0,631549;
436;0,472833;0,163835;0,073184;0,055415;0,240633;0,648715;
437;0,486686;0,158716;0,074087;0,053307;0,243645;0,655039;
438;0,483676;0,163534;0,073485;0,053608;0,241837;0,628838;
439;0,480965;0,159016;0,073184;0,05421;0,246957;0,661665;
440;0,488494;0,16504;0,07228;0,054812;0,244548;0,635464;
441;0,488494;0,16504;0,073184;0,054511;0,255691;0,670098;
442;0,231296;0,079509;0,036742;0,026202;0,119864;0,320443;
443;0,488795;0,162028;0,074388;0,053909;0,247258;0,667689;
444;0,499035;0,168052;0,074388;0,055716;0,246958;0,655943;
445;0,495421;0,156908;0,074389;0,056619;0,254487;0,658653;
446;0,49512;0,171063;0,073786;0,055716;0,250271;0,683951;
447;0,495722;0,16775;0,074389;0,056318;0,250873;0,674314;
448;0,500541;0,173472;0,07469;0,055415;0,253282;0,692685;
449;0,503251;0,17046;0,07469;0,055114;0,252679;0,648715;
450;0,511081;0,165643;0,076496;0,055716;0,254788;0,706841;
451;0,505661;0,171364;0,07469;0,055716;0,254487;0,716779;
452;0,510479;0,168654;0,07469;0,056318;0,255993;0,708045;
453;0,511985;0,173171;0,074087;0,056319;0,259606;0,679736;
454;0,524634;0,172267;0,078605;0,056319;0,258401;0,714671;
455;0,529152;0,181002;0,075894;0,054813;0,260209;0,698407;
456;0,516803;0,174376;0,075593;0,055716;0,263823;0,720995;
457;0,521321;0,180399;0,076497;0,055716;0,263823;0,727922;
458;0,526441;0,174979;0,081918;0,059029;0,26563;0,678832;
459;0,529453;0,172569;0,075895;0,057222;0,265931;0,70955;
460;0,533066;0,179195;0,077099;0,057824;0,264124;0,746294;
461;0,530356;0,171365;0,077701;0,057222;0,265027;0,703829;
462;0,535476;0,180098;0,077701;0,056319;0,265931;0,720092;
463;0,53126;0,182809;0,081014;0,05692;0,266232;0,737258;
464;0,532766;0,17799;0,078906;0,060534;0,274063;0,733946;
465;0,534873;0,177387;0,078605;0,059932;0,26563;0,720694;
466;0,287917;0,098481;0,042765;0,033731;0,144561;0,417418;
467;0,536681;0,186423;0,077701;0,05933;0,271352;0,718887;
468;0,539391;0,186724;0,077702;0,058125;0,271653;0,747197;
469;0,547221;0,187628;0,078002;0,059028;0,273159;0,758641;
470;0,549932;0,18582;0,079207;0,058728;0,27587;0,7481;
471;0,554149;0,17799;0,078303;0,058125;0,277978;0,752317;
472;0,546017;0,186423;0,07981;0,058125;0,281291;0,795383;
473;0,555654;0,18853;0,07981;0,05933;0,275267;0,763159;
474;0,558064;0,182508;0,079809;0,058728;0,279484;0,756834;
475;0,554148;0,178291;0,079809;0,059029;0,279484;0,763159;
476;0,56228;0,189736;0,079508;0,058728;0,283399;0,777012;
477;0,560473;0,188832;0,080412;0,059029;0,287916;0,775205;
478;0,561979;0,187025;0,080412;0,060836;0,282796;0,772495;
479;0,565894;0,187929;0,080713;0,059029;0,286109;0,754726;
480;0,569508;0,194554;0,080713;0,057523;0,284302;0,804419;
481;0,571616;0,185219;0,080713;0,060233;0,287314;0,771893;
482;0,578543;0,196663;0,079809;0,060535;0,289723;0,833934;
483;0,578844;0,187929;0,08011;0,061438;0,286411;0,798094;
484;0,59059;0,189133;0,082219;0,060836;0,288217;0,814658;
485;0,582157;0,209011;0,081917;0,059632;0,292434;0,811948;
486;0,575832;0,21142;0,081918;0,060233;0,294542;0,824898;
487;0,591192;0,194555;0,081616;0,061137;0,29153;0,842969;
488;0,586675;0,192446;0,081014;0,060535;0,295144;0,820682;
489;0,322551;0,106312;0,045777;0,034032;0,162932;0,452956;
490;0,327068;0,110228;0,045476;0,034032;0,162932;0,44633;
491;0,600528;0,191242;0,08252;0,061438;0,293036;0,803515;
492;0,593601;0,192145;0,082822;0,060534;0,297854;0,815562;
493;0,594806;0,199072;0,083122;0,061137;0,297553;0,819779;
494;0,600528;0,207505;0,082218;0,062041;0,303878;0,824898;
495;0,60625;0,206601;0,082821;0,062944;0,306288;0,85893;
496;0,59842;0,21925;0,082219;0,061137;0,312914;0,852003;
497;0,60866;0,207203;0,083122;0,061137;0,30689;0,821284;
498;0,604142;0,205697;0,083123;0,061739;0,306589;0,884529;
499;0,612876;0,203589;0,084026;0,061137;0,308396;0,873687;
500;0,620706;0,198771;0,083122;0,063246;0,307492;0,812852;
501;0,622815;0,201782;0,083424;0,064751;0,320744;0,880012;
502;0,62432;0,197265;0,084327;0,061137;0,307794;0,873386;
503;0,626127;0,206902;0,084026;0,062041;0,317732;0,872181;
504;0,627633;0,21925;0,087037;0,063848;0,317129;0,869471;
505;0,627633;0,21654;0,08523;0,062944;0,320142;0,888143;
506;0,63456;0,199674;0,08493;0,061739;0,315624;0,879409;
507;0,632452;0,208107;0,08493;0,063546;0,318937;0,850497;
508;0,632753;0,217744;0,086435;0,063245;0,318033;0,867363;
509;0,300866;0,098482;0,040055;0,030117;0,149078;0,407179;
510;0,259908;0,087338;0,04367;0,027707;0,134321;0,384591;
511;0,275869;0,095771;0,035839;0,027105;0,133417;0,380676;
512;0,271352;0,090651;0,036743;0,027707;0,156908;0,387903;
513;0,271653;0,088844;0,036441;0,036442;0,14456;0,385495;
514;0,281591;0,091857;0,037344;0,027105;0,139441;0,389109;
515;0,274665;0,094567;0,055113;0,027407;0,137031;0,39212;
516;0,666484;0,218347;0,088543;0,063848;0,327369;0,930005;
517;0,650221;0,218346;0,086435;0,062643;0,32767;0,942052;
518;0,686963;0,230694;0,092458;0,066859;0,338813;0,971567;
519;0,29665;0,09547;0,047886;0,037646;0,158414;0,443921;
520;0,289723;0,097278;0,038248;0,028912;0,142151;0,400553;
521;0,278881;0,092759;0,045477;0,027707;0,136429;0,381278;
522;0,672507;0,224069;0,088242;0,065052;0,337007;0,93362;
523;0,670399;0,220756;0,088844;0,066558;0,335802;0,95681;
524;0,673411;0,228888;0,088543;0,065353;0,332489;0,915248;
525;0,667689;0,229791;0,088543;0,066257;0,332188;0,942353;
526;0,672206;0,21413;0,09035;0,066257;0,334898;0,945064;
527;0,677627;0,225273;0,088845;0,065955;0,337006;0,965544;
528;0,677627;0,240633;0,089447;0,066859;0,335501;1,0318;
529;0,686662;0,224671;0,089447;0,06716;0,342127;0,949883;
530;0,681542;0,24244;0,089748;0,064751;0,340922;0,96705;
531;0,685758;0,24485;0,090952;0,064751;0,338813;1,017947;
532;0,689072;0,239127;0,090049;0,065956;0,344536;0,995057;
533;0,68877;0,242139;0,095772;0,067461;0,344536;1,009815;
534;0,694493;0,235513;0,091254;0,068064;0,34815;1,008911;
535;0,698407;0,24756;0,090652;0,06957;0,349655;0,993251;
536;0,697806;0,234308;0,091555;0,067462;0,347547;1,007707;
537;0,700516;0,239127;0,091856;0,06686;0,351161;1,017947;
538;0,702926;0,25298;0,090953;0,067763;0,354173;1,033306;
539;0,711057;0,237922;0,091555;0,066257;0,349957;0,998069;
540;0,708647;0,238525;0,09276;0,066859;0,352065;0,998069;
541;0,711659;0,230092;0,095169;0,066558;0,354775;1,012827;
542;0,720694;0,224972;0,093362;0,067462;0,354173;0,998672;
543;0,717382;0,234911;0,093362;0,069871;0,356582;0,990541;
544;0,714068;0,246054;0,092158;0,068365;0,360197;1,03692;
545;0,728825;0,247259;0,100891;0,069871;0,45657;1,029994;
546;0,722501;0,246054;0,093061;0,070172;0,359293;1,0059;
547;0,727319;0,253885;0,093362;0,068064;0,3611;1,065229;
548;0,739366;0,237018;0,093664;0,06716;0,365617;1,01102;
549;0,727621;0,258402;0,094265;0,069569;1,0574;1,07818;
550;0,732138;0,250572;0,093362;0,068666;0,365919;1,106188;
551;0,313515;0,122575;0,040357;0,029213;0,153294;0,456571;
552;0,746595;0,254185;0,093964;0,06957;0,36863;1,036619;
553;0,741475;0,261112;0,094868;0,068968;0,371038;1,093239;
554;0,747498;0,255691;0,094566;0,070172;0,368027;1,084204;
555;0,754726;0,256294;0,09547;0,06957;0,377062;1,068241;
556;0,775507;0,247259;0,095771;0,069871;0,368027;1,079385;
557;0,755931;0,239428;0,092759;0,069269;0,376158;1,022163;
558;0,769483;0,26051;0,096073;0,069871;0,378568;1,119741;
559;0,75834;0,262317;0,095772;0,070774;0,380977;1,13751;
560;0,764965;0,254487;0,095169;0,070172;0,37917;1,072157;
561;0,761352;0,259907;0,096373;0,072883;0,377363;1,111007;
562;0,769483;0,265328;0,095169;0,070775;0,381579;1,14263;
563;0,772194;0,263521;0,094567;0,067462;0,38429;1,112212;
564;0,779121;0,259606;0,096073;0,070172;0,379471;1,106489;
565;0,776109;0,263522;0,096073;0,069569;0,382784;1,130583;
566;0,771591;0,27587;0,095771;0,072582;0,386097;1,157086;
567;0,776711;0,262317;0,097277;0,070775;0,399348;1,132089;
568;0,78665;0,256896;0,096976;0,07198;0,387602;1,132993;
569;0,78665;0,271352;0,098482;0,072581;0,385796;1,135402;
570;0,774904;0,265931;0,09788;0,070774;0,391217;1,147449;
571;0,780325;0,284001;0,096976;0,071076;0,38941;1,172144;
572;0,796287;0,26322;0,09547;0,073786;0,396337;1,143232;
573;0,794781;0,264426;0,097879;0,070473;0,392121;1,142329;
574;0,789662;0,265328;0,097277;0,071979;0,408083;1,145641;
575;0,805623;0,266533;0,097277;0,073184;0,397842;1,126367;
576;0,799901;0,268943;0,097277;0,071376;0,399349;1,151062;
577;0,808334;0,286712;0,098482;0,07228;0,399048;1,197442;
578;0,808334;0,274364;0,100891;0,070172;0,398745;1,137209;
579;0,799299;0,282495;0,099386;0,073183;0,397542;1,185697;
580;0,811045;0,275267;0,099385;0,072281;0,403865;1,1607;
581;0,341825;0,119263;0,042163;0,031322;0,190338;0,51861;
582;0,825802;0,274062;0,099987;0,073786;0,408384;1,197743;
583;0,817972;0,297252;0,100289;0,072582;0,408684;1,21732;
584;0,818874;0,267437;0,101494;0,073485;0,407781;1,134498;
585;0,820681;0,279784;0,101192;0,072882;0,411696;1,193828;
586;0,829717;0,287013;0,099686;0,073786;0,410491;1,197744;
587;0,834837;0,281291;0,100289;0,075593;0,408684;1,218223;
588;0,829114;0,279483;0,101192;0,074088;0,412599;1,186902;
589;0,702323;0,244247;0,085832;0,062643;0,349656;1,039329;
590;0,857123;0,29394;0,101795;0,074689;0,413804;1,225452;
591;0,842968;0,290025;0,102698;0,075292;0,415009;1,255869;
592;0,850799;0,283097;0,102698;0,072281;0,418924;1,169735;
593;0,839053;0,297253;0,101192;0,075292;0,42043;1,275144;
594;0,863147;0,2837;0,101795;0,074689;0,423141;1,267313;
595;0,849293;0,286109;0,103301;0,073786;0,418924;1,246232;
596;0,853208;0,289121;0,105108;0,075593;0,421936;1,246533;
597;0,852605;0,306589;0,102999;0,07469;0,430971;1,26129;
598;0,861942;0,302674;0,103902;0,075594;0,427356;1,27936;
599;0,868868;0,301168;0,104204;0,073786;0,440909;1,260386;
600;0,867965;0,291832;0,104806;0,074389;0,431573;1,269421;
601;0,918562;0,297252;0,104505;0,075895;0,434283;1,290805;
602;0,873386;0,305083;0,105409;0,077099;0,432476;1,269422;
603;0,917658;0,296951;0,106915;0,075894;0,439102;1,247737;
604;0,505961;0,169557;0,060535;0,044874;0,248764;0,739969;
605;0,877302;0,29936;0,105409;0,076497;0,42826;1,291708;
606;0,88212;0,306889;0,103602;0,07469;0,434283;1,295925;
607;0,906815;0,305685;0,106312;0,07469;0,438199;1,290804;
608;0,891456;0,301469;0,105408;0,075895;0,446631;1,293214;
609;0,887541;0,312009;0,107215;0,075895;0,438801;1,368204;
610;0,899286;0,312009;0,108421;0,076496;0,444223;1,377842;
611;0,931813;0,30448;0,106915;0,075292;0,44121;1,329655;
612;0,907418;0,305083;0,107517;0,077099;0,445427;1,316705;
613;0,911032;0,304782;0,119564;0,079809;0,448439;1,313693;
614;0,911333;0,315623;0,10571;0,077702;0,445125;1,352243;
615;0,913441;0,311106;0,106012;0,077701;0,461087;1,367301;
616;0,905009;0,313516;0,106011;0,077099;0,458377;1,399225;
617;0,91826;0,320743;0,106915;0,0774;0,45145;1,360675;
618;0,917959;0,318033;0,106915;0,077701;0,451451;1,347424;
619;0,918562;0,320141;0,106613;0,080412;0,467412;1,374228;
620;1,604019;0,320743;0,108119;0,078003;0,457473;1,369711;
621;0,919765;0,322551;0,107517;0,078002;0,461389;1,387178;
622;0,936933;0,307191;0,106613;0,077702;0,45657;1,350737;
623;0,932716;0,312913;0,107517;0,081014;0,45657;1,322126;
624;0,934523;0,319539;0,106915;0,0774;0,460184;1,388684;
625;0,933017;0,318937;0,110227;0,076497;0,45898;1,362181;
626;0,934824;0,313215;0,107215;0,0774;0,462895;1,334775;
627;0,938739;0,32496;0,10812;0,078905;0,467111;1,377239;
628;0,950184;0,333091;0,107215;0,075895;0,465003;1,389888;
629;0,958918;0,329477;0,107818;0,07981;0,46952;1,439281;
630;0,95169;0,331284;0,108119;0,081015;0,46952;1,410067;
631;0,956207;0,321948;0,109926;0,084327;0,473134;1,415187;
632;0,951388;0,327671;0,107818;0,078304;0,472532;1,464277;
633;0,951991;0,326466;0,108421;0,080411;0,472532;1,400731;
634;0,963736;0,348752;0,108722;0,080412;0,478254;1,493791;
635;0,963134;0,336705;0,109625;0,080111;0,475544;1,419403;
636;0,971266;0,335802;0,109926;0,081315;0,475544;1,448616;
637;0,976084;0,32737;0,109022;0,081014;0,476749;1,438677;
638;0,97247;0,33791;0,109625;0,079809;0,482772;1,449821;
639;0,971566;0,33249;0,109625;0,081917;0,484578;1,470602;
640;0,972772;0,342427;0,109323;0,081918;0,481567;1,466988;
641;0,991143;0,330983;0,111131;0,078605;0,486988;1,450724;
642;0,981204;0,353571;0,111131;0,080412;0,481266;1,493189;
643;0,983313;0,340018;0,110227;0,081617;0,48488;1,455543;
644;0,988131;0,351763;0,111432;0,081616;0,494216;1,492587;
645;1,005599;0,328573;0,110228;0,081315;0,491204;1,42633;
646;0,989637;0,363208;0,125587;0,086435;0,488795;1,509151;
647;0,987528;0,350559;0,111432;0,081918;0,489096;1,501321;
648;0,408082;0,141247;0,04638;0,034032;0,220455;0,61137;
649;1,011019;0,335802;0,113842;0,082218;0,493012;1,515777;
650;1,004695;0,347548;0,113841;0,081315;0,492108;1,489273;
651;1,014935;0,347246;0,112938;0,081918;0,500239;1,522102;
652;1,017645;0,352668;0,112938;0,082218;0,501444;1,489877;
653;1,016741;0,367123;0,113239;0,084929;0,502649;1,553724;
654;1,030897;0,356282;0,114142;0,085833;0,501143;1,541376;
655;1,017344;0,344837;0,115347;0,08252;0,500841;1,469096;
656;1,024874;0,336404;0,116552;0,083424;0,505058;1,539569;
657;1,032403;0,37405;0,116251;0,082821;0,512286;1,549508;
658;1,022465;0,355076;0,113842;0,084326;0,506866;1,528124;
659;1,048063;0,360498;0,117154;0,081918;0,508973;1,555832;
660;1,048063;0,357787;0,115046;0,083725;0,511985;1,50373;
661;1,032102;0,362606;0,119262;0,085532;0,516201;1,535654;
662;1,045052;0,368328;0,114745;0,084929;0,522526;1,548303;
663;1,047461;0,35327;0,11625;0,084026;0,512587;1,565771;
664;1,040835;0,352969;0,114744;0,083424;0,524032;1,5218;
665;1,058906;0,383386;0,116552;0,084628;0,518009;1,580226;
666;1,057098;0,36351;0,116552;0,085832;0,519815;1,556133;
667;1,064627;0,378568;0,115347;0,086134;0,522827;1,640762;
668;1,071555;0,358389;0,117455;0,08523;0,517406;1,564565;
669;1,07306;0,389711;0,121371;0,084929;0,53397;1,647086;
670;1,062218;0,367124;0,116551;0,08493;0,52614;1,585045;
671;1,074265;0,355378;0,117455;0,085833;0,533368;1,526619;
672;1,076373;0,370135;0,117756;0,084026;0,524935;1,569685;
673;1,083902;0,359293;0,117757;0,083122;0,526441;1,528426;
674;1,071554;0,378869;0,117757;0,085531;0,533067;1,601007;
675;1,086312;0,357185;0,118961;0,083423;0,533971;1,607331;
676;1,089624;0,37134;0,120166;0,085532;0,531862;1,602211;
677;1,088118;0,377665;0,119262;0,089146;0,536379;1,594984;
678;1,101671;0,367726;0,116552;0,08523;0,540897;1,666361;
679;1,095648;0,384892;0,120467;0,086134;0,535476;1,656422;
680;1,098659;0,387603;0,117756;0,086134;0,542704;1,656724;
681;1,097455;0,383688;0,119864;0,08493;0,539391;1,597694;
682;1,113717;0,376761;0,118359;0,086134;0,551739;1,654313;
683;1,101972;0,375255;0,121672;0,086435;0,545114;1,672383;
684;1,117031;0,368931;0,118057;0,085532;0,552944;1,677805;
685;1,122151;0,383687;0,118358;0,086436;0,54692;1,713644;
686;1,126066;0,370738;0,118961;0,087339;0,551739;1,670276;
687;1,132691;0,380676;0,119865;0,085833;0,560172;1,664252;
688;1,131788;0,400251;0,122576;0,087941;0,553245;1,715149;
689;1,137209;0,383989;0,120467;0,086134;0,557762;1,667867;
690;1,133294;0,388205;0,120768;0,089146;0,558967;1,693767;
691;1,126668;0,400854;0,120467;0,086736;0,555956;1,769661;
692;0,548427;0,193349;0,059029;0,043067;0,271352;0,830018;
693;1,131186;0,445728;0,121973;0,089145;0,565292;1,724185;
694;1,141426;0,376158;0,12107;0,087639;0,556859;1,688346;
695;0,912537;0,335501;0,096073;0,071979;0,452956;1,38507;
696;1,141727;0,401757;0,121672;0,088242;0,565593;1,721775;
697;1,152268;0,399348;0,123479;0,09035;0,560775;1,713945;
698;1,148955;0,411997;0,120769;0,087639;0,56469;1,732316;
699;1,153773;0,39212;0,119865;0,088544;0,564388;1,723884;
700;1,162507;0,409286;0,119564;0,088242;0,5674;1,744664;
701;1,161603;0,419527;0,121671;0,089748;0,573725;1,769661;
702;1,16341;0,412901;0,12378;0,088242;0,574929;1,763035;
703;1,161303;0,399649;0,119564;0,090049;0,566797;1,778395;
704;1,192322;0,4126;0,122575;0,090953;0,578543;1,802488;
705;1,177867;0,42314;0,122274;0,089146;0,583964;1,857904;
706;1,169434;0,415913;0,122575;0,088242;0,588482;1,790141;
707;1,182685;0,436091;0,123177;0,089748;0,590589;1,851278;
708;1,195636;0,414406;0,12378;0,090652;0,582157;1,8314;
709;1,211597;0,419527;0,122575;0,087037;0,585469;1,770865;
710;1,18901;0,418021;0,122575;0,091856;0,586975;1,81303;
711;1,200153;0,408684;0,123479;0,09035;0,586976;1,79526;
712;1,202261;0,408082;0,12378;0,090049;0,584265;1,757916;
713;1,200153;0,406878;0,124081;0,090652;0,590891;1,741351;
714;1,222138;0,411998;0,124984;0,089447;0,587578;1,840737;
715;0,673712;0,232502;0,06957;0,050897;0,325863;1,020959;
716;1,202864;0,438801;0,125587;0,09306;0,608358;1,812728;
717;1,227559;0,412901;0,124684;0,09035;0,599324;1,831701;
718;1,212501;0,437597;0,125587;0,092759;0,599324;1,863625;
719;1,213405;0,424947;0,125286;0,09035;0,594806;1,885009;
720;1,224849;0,408383;0,127394;0,090953;0,610466;1,840135;
721;1,224247;0,422538;0,125286;0,092458;0,602938;1,869046;
722;1,23027;0,426152;0,133718;0,091253;0,61408;1,88802;
723;0,533669;0,194253;0,055716;0,040357;0,261112;0,817369;
724;0,531259;0,193049;0,055415;0,040055;0,261112;0,811948;
725;0,520418;0,175581;0,05421;0,038549;0,291832;0,777313;
726;1,232679;0,430971;0,127092;0,093663;0,608057;1,878383;
727;1,237197;0,455968;0,127394;0,091856;0,609262;1,886815;
728;1,24834;0,42043;0,132815;0,096374;0,610165;1,884405;
729;1,25617;0,430971;0,127695;0,09306;0,607456;1,869347;
730;1,256772;0,425851;0,129803;0,094567;0,613779;1,912114;
731;1,250146;0,428261;0,126791;0,092158;0,614683;1,897356;
732;1,264603;0,435488;0,127996;0,092458;0,617394;1,973853;
733;1,270927;0,429164;0,129502;0,094868;0,62161;1,935605;
734;1,276349;0,453257;0,130105;0,091253;0,621912;1,881695;
735;1,27424;0,42796;0,128297;0,093362;0,624321;1,910908;
736;1,290202;0,440307;0,133116;0,093061;0,620105;1,930183;
737;0,600829;0,197265;0,061137;0,043971;0,29153;0,908321;
738;0,607455;0,202987;0,060233;0,04367;0,296048;0,918561;
739;1,295924;0,434585;0,127997;0,093964;0,629741;1,923858;
740;1,280564;0,446632;0,130405;0,090351;0,62944;2,029268;
741;1,297732;0,441512;0,132814;0,09306;0,632452;1,965119;
742;1,291106;0,447234;0,129502;0,097277;0,633958;1,930183;
743;1,29231;0,45386;0,131309;0,093362;0,638174;1,977166;
744;1,303153;0,453257;0,130105;0,091856;0,6448;1,184793;
745;0,572821;0,194554;0,058125;0,04126;0,27858;0,854413;
746;0,573122;0,184917;0,057523;0,042766;0,277375;0,834535;
747;1,304658;0,465304;0,130406;0,096976;0,638475;2,070528;
748;1,338087;0,453257;0,131912;0,093663;0,639379;1,991922;
749;1,05499;0,363208;0,104806;0,075894;0,5159;1,61456;
750;1,321524;0,44874;0,130707;0,095771;0,647209;1,973552;
751;1,332968;0,467413;0,131008;0,095771;0,646607;2,053963;
752;1,346822;0,450848;0,132213;0,094566;0,655642;2,029869;
753;1,32574;0,464701;0,130405;0,10059;0,651125;2,028062;
754;1,350736;0,447536;0,135224;0,096675;0,65263;2,005475;
755;1,337485;0,473135;0,132212;0,096073;0,658051;2,057578;
756;1,34381;0,47193;0,13161;0,096072;0,672809;2,034387;
757;1,334172;0,468617;0,132815;0,09547;0,664376;2,100042;
758;1,352243;0,454462;0,132815;0,098482;0,661063;2,07384;
759;0,654738;0,228285;0,064751;0,047584;0,321647;1,009213;
760;1,356158;0,442716;0,133719;0,096675;0,659255;2,091308;
761;1,368506;0,460485;0,131911;0,097277;0,659859;2,077153;
762;1,354351;0,461991;0,133718;0,095772;0,676422;2,086189;
763;1,367903;0,452354;0,132514;0,096374;0,664375;2,008487;
764;1,361579;0,467412;0,132815;0,094567;0,673411;2,108173;
765;1,371517;0,471328;0,133116;0,10842;0,66799;2,147927;
766;1,376938;0,49;0,131912;0,100288;0,671303;2,138592;
767;1,401031;0,463798;0,133116;0,098482;0,668291;2,060589;
768;1,39019;0,461991;0,133417;0,100289;0,670399;2,102451;
769;1,377239;0,462292;0,132212;0,097277;0,678531;2,062697;
770;1,387479;0,468014;0,135225;0,096072;0,679435;2,120521;
771;1,401032;0,492409;0,133718;0,096373;0,688771;2,124135;
772;1,395911;0,521322;0,134923;0,097879;0,679133;2,116004;
773;1,38507;0,49512;0,135224;0,098181;0,685156;2,148229;
774;1,401032;0,499637;0,135224;0,096373;0,685157;2,177442;
775;1,402236;0,501142;0,136429;0,097277;0,686963;2,203041;
776;1,423017;0,483374;0,135827;0,098481;0,685758;2,125943;
777;1,424522;0,475845;0,136128;0,10059;0,688168;2,177141;
778;1,421812;0,496324;0,13673;0,099686;0,688771;2,16148;
779;1,425426;0,483976;0,136128;0,097277;0,691481;2,22352;
780;0,693288;0,242741;0,066558;0,047886;0,33791;1,093238;
781;1,42121;0,504155;0,135827;0,09818;0,697203;2,207258;
782;1,428438;0,498433;0,137935;0,099988;0,700215;2,147024;
783;1,44711;0,516804;0,138838;0,098181;0,706539;2,274418;
784;1,446508;0,507167;0,13673;0,101192;0,696902;2,239784;
785;1,453736;0,481869;0,136429;0,099385;0,702022;2,188585;
786;1,449821;0,511985;0,137333;0,101192;0,702624;2,265383;
787;1,452531;0,491204;0,139139;0,101794;0,702323;2,227436;
788;1,457351;0,495722;0,138537;0,101493;0,709852;2,131966;
789;1,454338;0,477652;0,138236;0,099988;0,702323;2,185874;
790;1,481143;0,496324;0,14697;0,102698;0,718285;2,265081;
791;1,464578;0,517105;0,139441;0,101493;0,712863;2,281947;
792;1,455543;0,503251;0,140043;0,101494;0,717682;2,209667;
793;1,456146;0,527344;0,139441;0,099987;0,720092;2,344892;
794;1,487467;0,521321;0,141247;0,102699;0,713466;2,334049;
795;1,477829;0,484579;0,138838;0,101192;0,7222;2,233459;
796;1,48054;0,5159;0,140646;0,10059;0,724007;2,292187;
797;1,491382;0,532765;0,139441;0,104505;0,727621;2,310859;
798;1,488671;0,534874;0,142753;0,099687;0,727922;2,319292;
799;1,49078;0,505359;0,140645;0,101193;0,725814;2,233459;
800;1,495297;0,5159;0,14185;0,101192;0,730332;2,359347;
801;0,615887;0,215636;0,060535;0,044272;0,30448;0,951088;
802;1,49861;0,521924;0,142753;0,103903;0,7222;2,271406;
803;1,510356;0,514695;0,143054;0,102096;0,736355;2,296102;
804;1,503428;0,519815;0,142753;0,102698;0,733945;2,337964;
805;1,516982;0,52373;0,143356;0,103;0,74027;2,373201;
806;1,527522;0,524935;0,145766;0,101493;0,736656;2,283453;
807;1,523005;0,539391;0,142452;0,102096;0,738764;2,359649;
808;1,524811;0,527044;0,142753;0,104204;0,739968;2,337061;
809;1,524511;0,53397;0,141549;0,100288;0,74268;2,371093;
810;1,536557;0,516503;0,142151;0,100289;0,742077;2,306643;
811;1,524812;0,534272;0,143657;0,105107;0,747498;2,393078;
812;1,561554;0,532464;0,143356;0,103301;0,749305;2,375911;
813;1,544387;0,533669;0,143958;0,101493;0,75051;2,386151;
814;1,540171;0,551739;0,148174;0,105108;0,758641;2,429218;
815;1,566975;0,532766;0,145163;0,106011;0,750811;2,40151;
816;1,556434;0,553546;0,234309;0,104806;0,753823;2,444577;
817;1,566373;0,543908;0,142151;0,104806;0,752317;2,47349;
818;1,565168;0,547824;0,145464;0,10571;0,75563;2,481621;
819;1,557941;0,566496;0,144861;0,106613;0,762255;2,449397;
820;1,577817;0,560472;0,146067;0,106312;0,761653;2,391271;
821;1,582636;0,539994;0,147271;0,106312;0,764966;2,378621;
822;1,579625;0,545715;0,145766;0,105408;0,764665;2,424701;
823;1,587756;0,535777;0,146066;0,104807;0,770989;2,374104;
824;1,57872;0,519815;0,148175;0,104505;0,76075;2,426206;
825;1,585347;0,530356;0,830922;0,106011;0,771893;2,416267;
826;1,587455;0,549029;0,145162;0,107517;0,770086;2,474695;
827;1,589262;0,563485;0,144259;0,106312;0,78153;2,436145;
828;1,599803;0,553245;0,146066;0,111131;0,780024;2,503607;
829;1,610042;0,56228;0,146969;0,107215;0,781229;2,486139;
830;1,602212;0,530055;0,145765;0,106915;0,782734;2,509329;
831;1,623896;0,546017;0,148175;0,106011;0,781228;2,488548;
